Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
25/02/2023 12:00:00 AM,244.82 V,245.97 V,244.76 V,7.59 A,5.50 A,5.56 A,-0.99 pf
25/02/2023 12:30:00 AM,243.42 V,244.28 V,243.22 V,7.44 A,4.93 A,4.81 A,-0.99 pf
25/02/2023 1:00:00 AM,243.12 V,244.18 V,242.91 V,7.41 A,5.05 A,6.08 A,-0.99 pf
25/02/2023 1:30:00 AM,243.72 V,244.71 V,243.46 V,7.41 A,5.59 A,5.56 A,-0.98 pf
25/02/2023 2:00:00 AM,244.63 V,245.71 V,244.46 V,7.38 A,5.14 A,5.20 A,-0.98 pf
25/02/2023 2:30:00 AM,244.22 V,245.26 V,244.03 V,7.38 A,5.20 A,5.41 A,-0.98 pf
25/02/2023 3:00:00 AM,244.58 V,245.54 V,244.28 V,7.41 A,4.93 A,5.41 A,-0.98 pf
25/02/2023 3:30:00 AM,245.06 V,246.10 V,244.78 V,7.41 A,5.14 A,5.71 A,-0.98 pf
25/02/2023 4:00:00 AM,243.72 V,244.71 V,243.36 V,7.41 A,4.75 A,5.56 A,-0.98 pf
25/02/2023 4:30:00 AM,242.36 V,243.46 V,242.14 V,7.38 A,4.96 A,5.47 A,-0.98 pf
25/02/2023 5:00:00 AM,242.50 V,243.49 V,242.21 V,7.35 A,4.93 A,5.50 A,-0.98 pf
25/02/2023 5:30:00 AM,242.63 V,243.65 V,242.34 V,7.38 A,4.96 A,5.44 A,-0.98 pf
25/02/2023 6:00:00 AM,242.63 V,243.67 V,242.34 V,7.50 A,5.02 A,5.74 A,-0.98 pf
25/02/2023 6:30:00 AM,241.66 V,242.81 V,241.60 V,7.53 A,4.72 A,4.47 A,-0.99 pf
25/02/2023 7:00:00 AM,243.56 V,244.71 V,243.37 V,7.53 A,5.05 A,5.59 A,-0.99 pf
25/02/2023 7:30:00 AM,243.92 V,245.06 V,244.03 V,7.41 A,5.59 A,6.29 A,-0.98 pf
25/02/2023 8:00:00 AM,241.43 V,242.55 V,241.96 V,7.41 A,5.41 A,6.26 A,-0.98 pf
25/02/2023 8:30:00 AM,241.16 V,242.24 V,241.96 V,7.38 A,5.38 A,6.08 A,-0.98 pf
25/02/2023 9:00:00 AM,239.82 V,240.59 V,240.68 V,7.44 A,4.99 A,5.93 A,-0.99 pf
25/02/2023 9:30:00 AM,240.26 V,241.21 V,241.31 V,7.50 A,5.32 A,6.02 A,-0.99 pf
25/02/2023 10:00:00 AM,240.06 V,240.71 V,240.81 V,7.50 A,4.99 A,6.59 A,-0.99 pf
25/02/2023 10:30:00 AM,238.87 V,239.54 V,239.75 V,7.68 A,5.08 A,6.35 A,-0.99 pf
25/02/2023 11:00:00 AM,239.53 V,240.06 V,240.35 V,7.77 A,5.29 A,6.17 A,-0.99 pf
25/02/2023 11:30:00 AM,239.39 V,239.83 V,240.02 V,7.68 A,5.35 A,6.35 A,-0.99 pf
25/02/2023 12:00:00 PM,241.09 V,241.50 V,241.78 V,7.74 A,4.96 A,6.38 A,-0.98 pf
25/02/2023 12:30:00 PM,243.46 V,243.79 V,244.47 V,7.65 A,5.05 A,5.59 A,-0.99 pf
25/02/2023 1:00:00 PM,243.06 V,243.48 V,244.13 V,7.59 A,4.93 A,5.59 A,-0.99 pf
25/02/2023 1:30:00 PM,242.58 V,242.94 V,243.49 V,7.71 A,5.47 A,6.59 A,-0.98 pf
25/02/2023 2:00:00 PM,242.07 V,242.53 V,243.06 V,7.65 A,5.50 A,7.10 A,-0.98 pf
25/02/2023 2:30:00 PM,241.50 V,241.98 V,242.43 V,8.34 A,5.99 A,8.04 A,-0.99 pf
25/02/2023 3:00:00 PM,241.64 V,242.17 V,242.53 V,8.86 A,5.65 A,7.95 A,-0.99 pf
25/02/2023 3:30:00 PM,241.71 V,242.21 V,242.60 V,9.43 A,5.59 A,8.47 A,-0.99 pf
25/02/2023 4:00:00 PM,240.87 V,241.57 V,242.07 V,9.89 A,5.56 A,8.16 A,-0.99 pf
25/02/2023 4:30:00 PM,240.57 V,241.28 V,241.76 V,10.01 A,5.05 A,6.32 A,-0.99 pf
25/02/2023 5:00:00 PM,241.24 V,241.95 V,242.39 V,10.19 A,5.38 A,6.65 A,-0.99 pf
25/02/2023 5:30:00 PM,242.22 V,243.00 V,243.34 V,10.25 A,5.23 A,7.04 A,-0.99 pf
25/02/2023 6:00:00 PM,242.08 V,243.01 V,243.12 V,9.89 A,5.41 A,6.80 A,-0.99 pf
25/02/2023 6:30:00 PM,244.22 V,245.23 V,244.95 V,8.65 A,4.78 A,5.93 A,-0.99 pf
25/02/2023 7:00:00 PM,247.19 V,248.35 V,247.58 V,7.77 A,5.05 A,4.87 A,-0.99 pf
25/02/2023 7:30:00 PM,247.51 V,248.70 V,247.81 V,7.68 A,5.68 A,6.11 A,-0.97 pf
25/02/2023 8:00:00 PM,248.66 V,249.92 V,248.90 V,7.77 A,5.56 A,6.47 A,-0.96 pf
25/02/2023 8:30:00 PM,248.42 V,249.66 V,248.68 V,7.89 A,5.41 A,6.35 A,-0.96 pf
25/02/2023 9:00:00 PM,241.84 V,242.84 V,241.91 V,7.56 A,5.11 A,6.26 A,-0.98 pf
25/02/2023 9:30:00 PM,241.88 V,242.62 V,241.72 V,7.44 A,5.20 A,5.50 A,-0.98 pf
25/02/2023 10:00:00 PM,242.93 V,243.77 V,242.70 V,7.44 A,4.90 A,5.74 A,-0.98 pf
25/02/2023 10:30:00 PM,244.64 V,245.61 V,244.32 V,7.38 A,4.96 A,6.23 A,-0.97 pf
25/02/2023 11:00:00 PM,244.52 V,245.55 V,244.28 V,7.32 A,5.02 A,5.93 A,-0.97 pf
25/02/2023 11:30:00 PM,243.85 V,245.07 V,243.82 V,7.38 A,4.81 A,5.50 A,-0.98 pf
