Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
06/02/2023 12:00:00 AM,244.80 V,245.74 V,245.02 V,7.01 A,4.72 A,4.05 A,-0.99 pf
06/02/2023 12:30:00 AM,242.41 V,243.53 V,242.60 V,6.95 A,4.63 A,5.08 A,-0.99 pf
06/02/2023 1:00:00 AM,245.49 V,246.43 V,245.45 V,7.01 A,4.60 A,5.77 A,-0.98 pf
06/02/2023 1:30:00 AM,248.05 V,249.11 V,248.10 V,7.07 A,5.23 A,5.56 A,-0.97 pf
06/02/2023 2:00:00 AM,248.65 V,249.80 V,248.63 V,7.10 A,4.69 A,5.62 A,-0.97 pf
06/02/2023 2:30:00 AM,246.65 V,247.72 V,246.62 V,7.04 A,4.93 A,4.99 A,-0.97 pf
06/02/2023 3:00:00 AM,242.88 V,244.04 V,242.84 V,6.92 A,4.60 A,5.65 A,-0.98 pf
06/02/2023 3:30:00 AM,242.91 V,244.04 V,242.84 V,6.71 A,4.81 A,5.44 A,-0.98 pf
06/02/2023 4:00:00 AM,243.84 V,244.92 V,243.61 V,6.68 A,4.57 A,5.62 A,-0.98 pf
06/02/2023 4:30:00 AM,244.25 V,245.42 V,244.06 V,6.92 A,4.63 A,5.11 A,-0.98 pf
06/02/2023 5:00:00 AM,243.68 V,244.68 V,243.34 V,6.53 A,4.69 A,5.17 A,-0.98 pf
06/02/2023 5:30:00 AM,242.82 V,243.87 V,242.60 V,6.83 A,4.60 A,5.53 A,-0.98 pf
06/02/2023 6:00:00 AM,242.91 V,243.94 V,242.81 V,6.47 A,4.75 A,5.05 A,-0.99 pf
06/02/2023 6:30:00 AM,245.93 V,247.12 V,246.05 V,6.83 A,4.47 A,4.29 A,-0.99 pf
06/02/2023 7:00:00 AM,247.46 V,248.68 V,247.48 V,6.59 A,4.50 A,5.02 A,-0.98 pf
06/02/2023 7:30:00 AM,247.36 V,248.61 V,247.58 V,7.47 A,5.71 A,5.93 A,-0.97 pf
06/02/2023 8:00:00 AM,245.49 V,246.79 V,246.69 V,18.47 A,13.24 A,7.89 A,-1.00 pf
06/02/2023 8:30:00 AM,245.19 V,246.21 V,246.29 V,17.20 A,9.04 A,7.20 A,-0.99 pf
06/02/2023 9:00:00 AM,243.55 V,244.22 V,244.52 V,16.99 A,8.74 A,7.38 A,-1.00 pf
06/02/2023 9:30:00 AM,243.79 V,244.40 V,244.83 V,16.66 A,8.98 A,7.44 A,-1.00 pf
06/02/2023 10:00:00 AM,244.61 V,245.30 V,245.74 V,16.63 A,8.95 A,7.95 A,-0.99 pf
06/02/2023 10:30:00 AM,243.79 V,244.64 V,244.99 V,18.08 A,9.46 A,8.43 A,1.00 pf
06/02/2023 11:00:00 AM,243.73 V,244.90 V,245.09 V,22.40 A,10.07 A,9.22 A,-0.99 pf
06/02/2023 11:30:00 AM,243.58 V,245.16 V,245.21 V,27.33 A,10.19 A,9.77 A,-0.99 pf
06/02/2023 12:00:00 PM,244.37 V,246.29 V,246.16 V,35.52 A,10.58 A,10.07 A,-0.99 pf
06/02/2023 12:30:00 PM,242.02 V,244.25 V,244.30 V,38.00 A,10.64 A,8.50 A,-1.00 pf
06/02/2023 1:00:00 PM,240.92 V,243.12 V,243.00 V,39.67 A,10.43 A,10.79 A,-0.99 pf
06/02/2023 1:30:00 PM,238.48 V,240.49 V,240.45 V,40.06 A,10.76 A,10.13 A,-0.99 pf
06/02/2023 2:00:00 PM,238.46 V,240.52 V,240.40 V,42.17 A,10.88 A,9.98 A,-0.99 pf
06/02/2023 2:30:00 PM,238.22 V,240.30 V,239.94 V,43.50 A,11.10 A,10.22 A,-0.99 pf
06/02/2023 3:00:00 PM,239.08 V,241.11 V,240.83 V,40.87 A,10.82 A,10.01 A,-0.99 pf
06/02/2023 3:30:00 PM,239.42 V,241.24 V,241.16 V,40.75 A,10.85 A,9.37 A,-0.99 pf
06/02/2023 4:00:00 PM,239.53 V,241.38 V,241.09 V,40.54 A,10.58 A,9.80 A,-0.99 pf
06/02/2023 4:30:00 PM,240.54 V,241.84 V,241.62 V,30.72 A,9.80 A,9.43 A,-0.99 pf
