Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
19/04/2023 12:00:00 AM,244.47 V,245.06 V,244.61 V,7.92 A,9.67 A,5.96 A,-0.99 pf
19/04/2023 12:30:00 AM,243.80 V,244.44 V,243.97 V,7.83 A,9.37 A,6.29 A,-0.99 pf
19/04/2023 1:00:00 AM,244.32 V,245.06 V,244.49 V,7.74 A,8.92 A,5.47 A,-0.99 pf
19/04/2023 1:30:00 AM,245.26 V,245.73 V,245.35 V,7.80 A,9.28 A,5.35 A,-0.99 pf
19/04/2023 2:00:00 AM,243.85 V,244.63 V,244.01 V,7.83 A,8.95 A,5.38 A,-0.99 pf
19/04/2023 2:30:00 AM,243.65 V,244.37 V,243.68 V,7.65 A,8.86 A,5.29 A,-0.99 pf
19/04/2023 3:00:00 AM,244.11 V,244.75 V,244.04 V,7.62 A,8.07 A,5.38 A,-0.99 pf
19/04/2023 3:30:00 AM,244.52 V,245.25 V,244.42 V,7.44 A,7.68 A,5.29 A,-0.99 pf
19/04/2023 4:00:00 AM,244.73 V,245.42 V,244.59 V,7.47 A,7.77 A,5.80 A,-0.98 pf
19/04/2023 4:30:00 AM,244.88 V,245.61 V,244.88 V,7.56 A,7.44 A,4.23 A,-0.99 pf
19/04/2023 5:00:00 AM,244.64 V,245.21 V,244.52 V,7.50 A,9.70 A,5.80 A,-0.99 pf
19/04/2023 5:30:00 AM,244.27 V,245.21 V,244.37 V,7.59 A,9.40 A,6.23 A,-0.99 pf
19/04/2023 6:00:00 AM,244.54 V,245.21 V,244.49 V,7.44 A,9.16 A,6.26 A,-0.99 pf
19/04/2023 6:30:00 AM,244.30 V,245.23 V,244.40 V,7.59 A,8.65 A,6.20 A,-0.99 pf
19/04/2023 7:00:00 AM,243.94 V,244.71 V,244.16 V,10.28 A,11.34 A,6.20 A,-0.99 pf
19/04/2023 7:30:00 AM,243.63 V,244.15 V,244.83 V,18.87 A,24.64 A,6.47 A,-1.00 pf
19/04/2023 8:00:00 AM,242.26 V,242.70 V,243.37 V,19.68 A,22.61 A,13.85 A,0.99 pf
19/04/2023 8:30:00 AM,241.19 V,241.79 V,242.48 V,21.62 A,21.22 A,13.15 A,0.99 pf
19/04/2023 9:00:00 AM,240.35 V,240.87 V,241.55 V,23.10 A,21.28 A,14.00 A,0.99 pf
19/04/2023 9:30:00 AM,239.46 V,239.78 V,240.73 V,23.28 A,22.16 A,14.45 A,0.99 pf
19/04/2023 10:00:00 AM,238.60 V,239.06 V,239.97 V,25.15 A,23.55 A,13.57 A,0.99 pf
19/04/2023 10:30:00 AM,242.12 V,242.50 V,243.51 V,25.30 A,22.77 A,14.12 A,0.99 pf
19/04/2023 11:00:00 AM,242.77 V,242.98 V,244.09 V,22.07 A,24.25 A,14.30 A,0.99 pf
19/04/2023 11:30:00 AM,242.77 V,242.89 V,243.94 V,22.77 A,26.30 A,15.18 A,0.99 pf
19/04/2023 12:00:00 PM,243.75 V,243.87 V,244.90 V,22.52 A,25.34 A,15.93 A,0.99 pf
19/04/2023 12:30:00 PM,245.06 V,245.14 V,246.29 V,20.17 A,23.67 A,15.54 A,1.00 pf
19/04/2023 1:00:00 PM,244.92 V,245.18 V,246.29 V,18.50 A,21.07 A,12.67 A,1.00 pf
19/04/2023 1:30:00 PM,243.27 V,243.48 V,244.59 V,20.59 A,23.01 A,13.91 A,-1.00 pf
19/04/2023 2:00:00 PM,242.33 V,242.48 V,243.65 V,21.22 A,23.13 A,14.69 A,1.00 pf
19/04/2023 2:30:00 PM,242.70 V,243.20 V,244.11 V,19.89 A,22.83 A,12.24 A,0.99 pf
19/04/2023 3:00:00 PM,243.97 V,244.42 V,245.45 V,19.77 A,23.28 A,12.24 A,0.99 pf
19/04/2023 3:30:00 PM,244.30 V,244.76 V,245.62 V,19.83 A,22.73 A,13.24 A,0.99 pf
19/04/2023 4:00:00 PM,244.73 V,245.09 V,246.09 V,20.38 A,23.01 A,12.58 A,1.00 pf
19/04/2023 4:30:00 PM,245.26 V,245.62 V,246.62 V,20.53 A,21.25 A,10.19 A,1.00 pf
19/04/2023 5:00:00 PM,241.28 V,241.79 V,242.84 V,16.33 A,15.42 A,8.34 A,0.99 pf
19/04/2023 5:30:00 PM,241.05 V,241.47 V,242.38 V,13.97 A,10.58 A,7.86 A,-0.99 pf
19/04/2023 6:00:00 PM,241.90 V,242.60 V,243.22 V,13.70 A,10.40 A,8.07 A,-0.99 pf
19/04/2023 6:30:00 PM,241.21 V,241.96 V,242.00 V,13.48 A,10.19 A,8.19 A,-0.99 pf
19/04/2023 7:00:00 PM,243.39 V,244.34 V,243.77 V,12.97 A,9.64 A,8.19 A,-0.99 pf
19/04/2023 7:30:00 PM,245.98 V,246.88 V,246.31 V,12.91 A,10.01 A,7.65 A,-0.99 pf
19/04/2023 8:00:00 PM,245.81 V,246.62 V,246.07 V,12.88 A,9.49 A,8.43 A,-0.99 pf
19/04/2023 8:30:00 PM,246.19 V,246.86 V,246.59 V,12.79 A,9.83 A,7.59 A,-0.99 pf
19/04/2023 9:00:00 PM,246.47 V,247.31 V,246.67 V,12.88 A,9.67 A,7.59 A,-0.99 pf
19/04/2023 9:30:00 PM,247.63 V,248.46 V,247.77 V,12.67 A,9.46 A,8.25 A,-0.99 pf
19/04/2023 10:00:00 PM,248.06 V,249.11 V,248.56 V,12.06 A,9.49 A,7.04 A,-0.99 pf
19/04/2023 10:30:00 PM,243.77 V,244.61 V,243.92 V,11.91 A,8.98 A,6.65 A,-0.99 pf
19/04/2023 11:00:00 PM,243.25 V,244.11 V,243.63 V,11.88 A,9.19 A,5.44 A,1.00 pf
19/04/2023 11:30:00 PM,242.19 V,243.13 V,242.38 V,11.64 A,9.31 A,6.44 A,-1.00 pf
