Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
09/04/2023 12:00:00 AM,245.26 V,246.33 V,245.19 V,7.44 A,5.02 A,5.35 A,-0.97 pf
09/04/2023 12:30:00 AM,244.99 V,246.14 V,244.88 V,7.35 A,4.72 A,5.59 A,-0.97 pf
09/04/2023 1:00:00 AM,244.66 V,246.07 V,244.76 V,7.41 A,4.66 A,5.87 A,-0.98 pf
09/04/2023 1:30:00 AM,244.80 V,245.97 V,244.75 V,7.38 A,5.20 A,6.05 A,-0.97 pf
09/04/2023 2:00:00 AM,245.42 V,246.55 V,245.21 V,7.23 A,4.84 A,5.99 A,-0.97 pf
09/04/2023 2:30:00 AM,245.62 V,246.79 V,245.45 V,7.38 A,5.11 A,5.20 A,-0.97 pf
09/04/2023 3:00:00 AM,245.92 V,247.14 V,245.80 V,7.13 A,4.66 A,5.50 A,-0.97 pf
09/04/2023 3:30:00 AM,245.57 V,246.67 V,245.35 V,7.23 A,4.93 A,5.38 A,-0.97 pf
09/04/2023 4:00:00 AM,245.83 V,246.96 V,245.73 V,7.10 A,4.57 A,3.90 A,-0.99 pf
09/04/2023 4:30:00 AM,245.83 V,247.01 V,245.69 V,7.13 A,4.72 A,4.84 A,-0.97 pf
09/04/2023 5:00:00 AM,245.71 V,246.84 V,245.43 V,7.10 A,4.57 A,5.87 A,-0.96 pf
09/04/2023 5:30:00 AM,245.62 V,246.72 V,245.35 V,7.10 A,4.75 A,5.83 A,-0.97 pf
09/04/2023 6:00:00 AM,245.78 V,246.83 V,245.55 V,6.98 A,4.57 A,5.11 A,-0.97 pf
09/04/2023 6:30:00 AM,245.74 V,246.76 V,245.37 V,7.01 A,4.26 A,5.90 A,-0.97 pf
09/04/2023 7:00:00 AM,245.02 V,246.04 V,245.28 V,6.95 A,4.11 A,5.35 A,-0.97 pf
09/04/2023 7:30:00 AM,243.46 V,244.20 V,244.39 V,7.01 A,4.29 A,5.17 A,-0.96 pf
09/04/2023 8:00:00 AM,242.98 V,243.72 V,243.99 V,7.01 A,3.81 A,5.20 A,-0.97 pf
09/04/2023 8:30:00 AM,242.91 V,243.56 V,244.09 V,7.04 A,6.86 A,5.50 A,-0.98 pf
09/04/2023 9:00:00 AM,243.13 V,243.72 V,244.37 V,7.29 A,6.92 A,5.53 A,-0.98 pf
09/04/2023 9:30:00 AM,244.04 V,244.61 V,245.30 V,7.53 A,7.71 A,6.08 A,-0.98 pf
