Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
31/03/2023 12:00:00 AM,243.18 V,244.01 V,243.15 V,6.89 A,5.87 A,7.89 A,-0.99 pf
31/03/2023 12:30:00 AM,242.63 V,243.46 V,242.48 V,6.74 A,5.56 A,7.71 A,-0.99 pf
31/03/2023 1:00:00 AM,243.49 V,244.35 V,243.39 V,6.83 A,5.56 A,7.53 A,-0.99 pf
31/03/2023 1:30:00 AM,243.65 V,244.58 V,243.61 V,6.74 A,5.87 A,7.23 A,-0.98 pf
31/03/2023 2:00:00 AM,244.37 V,245.43 V,244.27 V,6.74 A,5.47 A,7.74 A,-0.98 pf
31/03/2023 2:30:00 AM,244.01 V,245.04 V,243.84 V,6.56 A,5.71 A,8.19 A,-0.98 pf
31/03/2023 3:00:00 AM,244.46 V,245.40 V,244.18 V,6.68 A,4.96 A,8.34 A,-0.98 pf
31/03/2023 3:30:00 AM,245.18 V,245.92 V,244.68 V,6.80 A,4.99 A,8.28 A,-0.98 pf
31/03/2023 4:00:00 AM,245.19 V,245.93 V,244.73 V,6.50 A,4.90 A,7.77 A,-0.98 pf
31/03/2023 4:30:00 AM,245.11 V,245.86 V,244.85 V,6.71 A,4.53 A,5.99 A,-0.99 pf
31/03/2023 5:00:00 AM,244.78 V,245.59 V,244.34 V,6.47 A,4.44 A,7.77 A,-0.98 pf
31/03/2023 5:30:00 AM,244.63 V,245.73 V,244.40 V,6.56 A,4.02 A,7.89 A,-0.98 pf
31/03/2023 6:00:00 AM,243.37 V,244.25 V,243.20 V,6.74 A,4.66 A,8.43 A,-0.99 pf
31/03/2023 6:30:00 AM,243.65 V,244.35 V,243.29 V,6.68 A,3.87 A,7.71 A,-0.99 pf
31/03/2023 7:00:00 AM,243.53 V,244.20 V,243.25 V,6.74 A,3.84 A,7.92 A,-0.99 pf
31/03/2023 7:30:00 AM,244.22 V,245.14 V,244.64 V,16.63 A,7.20 A,9.31 A,-0.99 pf
31/03/2023 8:00:00 AM,242.05 V,242.48 V,242.75 V,18.93 A,15.96 A,16.87 A,-0.99 pf
31/03/2023 8:30:00 AM,242.77 V,243.25 V,243.53 V,18.96 A,15.87 A,15.84 A,-1.00 pf
31/03/2023 9:00:00 AM,240.52 V,241.00 V,241.55 V,22.64 A,16.99 A,15.75 A,0.99 pf
