Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
14/04/2023 12:00:00 AM,244.92 V,245.76 V,244.95 V,13.94 A,8.53 A,7.68 A,-0.99 pf
14/04/2023 12:30:00 AM,243.60 V,244.40 V,243.56 V,13.76 A,8.34 A,7.50 A,-0.99 pf
14/04/2023 1:00:00 AM,243.61 V,244.35 V,243.61 V,13.42 A,8.22 A,6.71 A,1.00 pf
14/04/2023 1:30:00 AM,244.30 V,245.01 V,244.35 V,13.33 A,8.47 A,6.71 A,-1.00 pf
14/04/2023 2:00:00 AM,244.42 V,245.23 V,244.32 V,13.03 A,7.65 A,7.32 A,-0.99 pf
14/04/2023 2:30:00 AM,245.11 V,246.00 V,245.02 V,13.09 A,8.34 A,7.20 A,-0.99 pf
14/04/2023 3:00:00 AM,245.55 V,246.48 V,245.42 V,12.82 A,8.28 A,7.17 A,-0.99 pf
14/04/2023 3:30:00 AM,244.97 V,245.85 V,244.80 V,12.79 A,8.50 A,7.20 A,-0.99 pf
14/04/2023 4:00:00 AM,245.37 V,246.24 V,245.14 V,12.58 A,8.04 A,7.71 A,-0.99 pf
14/04/2023 4:30:00 AM,245.61 V,246.52 V,245.50 V,12.43 A,8.07 A,7.77 A,-0.99 pf
14/04/2023 5:00:00 AM,245.31 V,246.29 V,245.16 V,12.49 A,8.07 A,7.83 A,-0.99 pf
14/04/2023 5:30:00 AM,245.06 V,245.95 V,244.88 V,12.52 A,7.83 A,7.80 A,-0.99 pf
14/04/2023 6:00:00 AM,244.64 V,245.52 V,244.46 V,12.37 A,7.86 A,7.86 A,-0.99 pf
14/04/2023 6:30:00 AM,244.49 V,245.33 V,244.37 V,12.33 A,8.25 A,7.17 A,-0.99 pf
14/04/2023 7:00:00 AM,245.01 V,245.85 V,245.33 V,12.21 A,8.22 A,6.20 A,-0.99 pf
14/04/2023 7:30:00 AM,244.56 V,245.25 V,245.85 V,16.93 A,14.78 A,6.77 A,1.00 pf
14/04/2023 8:00:00 AM,243.24 V,243.80 V,244.63 V,18.96 A,20.83 A,9.07 A,0.99 pf
14/04/2023 8:30:00 AM,240.08 V,240.71 V,241.66 V,20.74 A,21.19 A,9.92 A,1.00 pf
14/04/2023 9:00:00 AM,238.60 V,239.13 V,240.30 V,24.55 A,24.16 A,12.97 A,-0.99 pf
14/04/2023 9:30:00 AM,239.20 V,239.59 V,240.85 V,26.09 A,25.52 A,13.12 A,-0.99 pf
14/04/2023 10:00:00 AM,238.94 V,239.35 V,240.54 V,26.94 A,26.76 A,14.09 A,-0.99 pf
14/04/2023 10:30:00 AM,237.45 V,238.00 V,239.16 V,27.33 A,26.15 A,13.85 A,-0.99 pf
14/04/2023 11:00:00 AM,237.96 V,238.44 V,239.58 V,25.49 A,25.52 A,13.06 A,-0.99 pf
14/04/2023 11:30:00 AM,239.15 V,239.53 V,240.80 V,25.24 A,25.61 A,13.03 A,-0.99 pf
14/04/2023 12:00:00 PM,239.53 V,239.94 V,241.07 V,25.21 A,25.94 A,14.42 A,-0.99 pf
14/04/2023 12:30:00 PM,240.71 V,241.31 V,242.36 V,25.34 A,25.94 A,13.06 A,-0.99 pf
14/04/2023 1:00:00 PM,240.37 V,241.05 V,242.08 V,25.67 A,25.24 A,13.18 A,-0.99 pf
14/04/2023 1:30:00 PM,238.29 V,238.98 V,240.35 V,27.45 A,25.61 A,13.30 A,-1.00 pf
14/04/2023 2:00:00 PM,238.53 V,239.03 V,240.42 V,26.82 A,25.85 A,13.06 A,-1.00 pf
14/04/2023 2:30:00 PM,237.89 V,238.63 V,239.77 V,28.00 A,26.39 A,12.82 A,1.00 pf
14/04/2023 3:00:00 PM,237.55 V,238.37 V,239.35 V,26.12 A,23.70 A,12.79 A,0.99 pf
14/04/2023 3:30:00 PM,238.03 V,238.74 V,239.75 V,25.73 A,23.97 A,12.37 A,0.99 pf
14/04/2023 4:00:00 PM,238.20 V,238.74 V,239.78 V,25.21 A,22.86 A,10.49 A,0.99 pf
14/04/2023 4:30:00 PM,239.15 V,239.46 V,240.59 V,22.52 A,21.65 A,9.89 A,0.99 pf
14/04/2023 5:00:00 PM,242.33 V,242.50 V,243.63 V,12.49 A,15.06 A,7.32 A,-0.99 pf
14/04/2023 5:30:00 PM,243.79 V,243.96 V,245.19 V,10.07 A,12.64 A,6.59 A,-0.99 pf
14/04/2023 6:00:00 PM,244.39 V,244.66 V,245.83 V,9.55 A,12.61 A,6.41 A,-0.99 pf
14/04/2023 6:30:00 PM,244.35 V,244.59 V,245.50 V,9.16 A,11.34 A,6.11 A,-0.99 pf
14/04/2023 7:00:00 PM,243.25 V,243.70 V,243.56 V,8.98 A,10.61 A,6.38 A,-0.99 pf
14/04/2023 7:30:00 PM,242.36 V,242.89 V,242.70 V,8.56 A,10.79 A,5.05 A,-0.99 pf
14/04/2023 8:00:00 PM,242.22 V,242.75 V,242.65 V,8.50 A,10.16 A,4.44 A,-0.99 pf
14/04/2023 8:30:00 PM,242.53 V,243.03 V,242.94 V,8.47 A,11.31 A,6.05 A,-0.99 pf
14/04/2023 9:00:00 PM,243.12 V,243.51 V,243.44 V,8.31 A,9.92 A,5.47 A,-0.99 pf
14/04/2023 9:30:00 PM,244.27 V,244.64 V,244.61 V,8.07 A,9.49 A,5.20 A,-0.99 pf
14/04/2023 10:00:00 PM,244.97 V,245.43 V,245.26 V,8.07 A,8.95 A,5.32 A,-0.99 pf
14/04/2023 10:30:00 PM,243.01 V,243.42 V,243.15 V,7.83 A,9.01 A,5.47 A,-0.99 pf
14/04/2023 11:00:00 PM,243.17 V,243.61 V,243.27 V,7.89 A,8.56 A,5.38 A,-0.99 pf
14/04/2023 11:30:00 PM,243.46 V,243.96 V,243.63 V,7.92 A,9.13 A,5.35 A,-0.99 pf
