Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
02/12/2022 12:00:00 AM,246.36 V,248.34 V,246.57 V,11.52 A,4.99 A,6.53 A,-0.99 pf
02/12/2022 12:30:00 AM,247.08 V,249.14 V,247.20 V,11.55 A,4.29 A,6.77 A,-0.99 pf
02/12/2022 1:00:00 AM,248.06 V,250.04 V,248.18 V,11.64 A,5.50 A,6.59 A,-0.98 pf
02/12/2022 1:30:00 AM,243.03 V,244.90 V,243.01 V,10.88 A,5.11 A,6.80 A,-0.99 pf
02/12/2022 2:00:00 AM,242.62 V,244.44 V,242.58 V,10.46 A,4.84 A,6.92 A,-0.99 pf
02/12/2022 2:30:00 AM,245.19 V,247.10 V,245.26 V,10.94 A,4.99 A,6.98 A,-0.99 pf
02/12/2022 3:00:00 AM,247.62 V,249.57 V,247.70 V,10.73 A,4.69 A,6.80 A,-0.98 pf
02/12/2022 3:30:00 AM,247.79 V,249.71 V,247.82 V,10.73 A,4.99 A,6.41 A,-0.98 pf
02/12/2022 4:00:00 AM,247.48 V,249.39 V,247.44 V,10.61 A,4.63 A,6.68 A,-0.98 pf
02/12/2022 4:30:00 AM,248.41 V,250.33 V,248.39 V,10.40 A,4.84 A,6.89 A,-0.98 pf
02/12/2022 5:00:00 AM,247.53 V,249.42 V,247.50 V,10.55 A,4.75 A,6.86 A,-0.98 pf
02/12/2022 5:30:00 AM,247.24 V,249.20 V,247.34 V,10.67 A,4.87 A,6.38 A,-0.99 pf
02/12/2022 6:00:00 AM,242.26 V,244.06 V,242.39 V,10.07 A,4.87 A,5.59 A,-1.00 pf
02/12/2022 6:30:00 AM,242.62 V,244.54 V,242.57 V,10.31 A,4.14 A,6.89 A,-0.99 pf
02/12/2022 7:00:00 AM,242.75 V,244.13 V,243.03 V,10.07 A,5.26 A,6.17 A,-0.99 pf
02/12/2022 7:30:00 AM,242.39 V,243.44 V,243.06 V,10.37 A,5.29 A,7.86 A,-0.99 pf
