Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
05/06/2023 12:00:00 AM,246.93 V,248.23 V,246.81 V,8.47 A,5.08 A,5.68 A,-0.98 pf
05/06/2023 12:30:00 AM,246.00 V,247.34 V,245.80 V,8.53 A,5.53 A,4.44 A,-0.98 pf
05/06/2023 1:00:00 AM,246.38 V,247.67 V,246.02 V,8.47 A,5.11 A,5.56 A,-0.98 pf
05/06/2023 1:30:00 AM,246.74 V,248.22 V,246.67 V,8.40 A,5.17 A,4.44 A,-0.98 pf
05/06/2023 2:00:00 AM,247.03 V,248.44 V,246.79 V,8.40 A,5.41 A,5.50 A,-0.98 pf
05/06/2023 2:30:00 AM,247.20 V,248.73 V,247.14 V,8.22 A,5.14 A,4.38 A,-0.98 pf
05/06/2023 3:00:00 AM,247.24 V,248.66 V,247.03 V,8.19 A,5.23 A,5.23 A,-0.98 pf
05/06/2023 3:30:00 AM,247.91 V,249.32 V,247.70 V,8.22 A,5.17 A,4.63 A,-0.98 pf
05/06/2023 4:00:00 AM,247.91 V,249.37 V,247.68 V,8.10 A,4.81 A,4.69 A,-0.97 pf
05/06/2023 4:30:00 AM,247.86 V,249.30 V,247.72 V,8.07 A,5.08 A,4.35 A,-0.98 pf
05/06/2023 5:00:00 AM,247.98 V,249.51 V,247.77 V,8.01 A,4.78 A,4.63 A,-0.98 pf
05/06/2023 5:30:00 AM,247.53 V,249.28 V,247.53 V,8.07 A,5.02 A,5.02 A,-0.97 pf
05/06/2023 6:00:00 AM,247.68 V,249.25 V,247.58 V,7.98 A,4.81 A,4.44 A,-0.98 pf
05/06/2023 6:30:00 AM,247.41 V,249.02 V,247.27 V,7.95 A,4.90 A,5.44 A,-0.97 pf
05/06/2023 7:00:00 AM,247.89 V,249.51 V,247.99 V,7.71 A,4.23 A,4.32 A,-0.98 pf
05/06/2023 7:30:00 AM,248.03 V,249.40 V,248.63 V,7.83 A,6.77 A,4.20 A,-0.98 pf
05/06/2023 8:00:00 AM,247.94 V,249.08 V,248.77 V,7.68 A,7.74 A,5.62 A,-0.98 pf
05/06/2023 8:30:00 AM,247.51 V,248.42 V,248.48 V,8.01 A,7.38 A,5.23 A,-0.98 pf
05/06/2023 9:00:00 AM,246.64 V,247.77 V,247.84 V,8.13 A,5.87 A,5.08 A,-0.98 pf
05/06/2023 9:30:00 AM,245.90 V,246.95 V,247.05 V,8.10 A,5.77 A,5.68 A,-0.98 pf
05/06/2023 10:00:00 AM,245.35 V,246.35 V,246.48 V,8.25 A,5.96 A,5.68 A,-0.98 pf
05/06/2023 10:30:00 AM,243.97 V,245.13 V,245.38 V,8.68 A,6.08 A,5.71 A,-0.99 pf
05/06/2023 11:00:00 AM,243.99 V,244.88 V,245.18 V,8.65 A,5.96 A,5.53 A,-0.99 pf
05/06/2023 11:30:00 AM,244.47 V,245.33 V,245.45 V,8.68 A,6.14 A,6.23 A,-0.98 pf
05/06/2023 12:00:00 PM,245.83 V,246.83 V,246.88 V,9.01 A,6.02 A,6.08 A,-0.98 pf
05/06/2023 12:30:00 PM,245.73 V,246.81 V,246.96 V,9.07 A,6.32 A,5.77 A,-0.98 pf
05/06/2023 1:00:00 PM,245.59 V,246.67 V,246.64 V,9.10 A,6.26 A,6.56 A,-0.99 pf
05/06/2023 1:30:00 PM,245.26 V,246.41 V,246.43 V,9.28 A,6.23 A,6.32 A,-0.99 pf
05/06/2023 2:00:00 PM,244.78 V,246.14 V,246.21 V,9.34 A,6.71 A,6.20 A,-0.99 pf
05/06/2023 2:30:00 PM,244.92 V,246.19 V,246.26 V,9.34 A,6.47 A,6.41 A,-0.99 pf
05/06/2023 3:00:00 PM,244.97 V,246.22 V,246.33 V,9.37 A,6.35 A,6.47 A,-0.99 pf
05/06/2023 3:30:00 PM,244.64 V,246.00 V,246.24 V,9.34 A,6.47 A,5.90 A,-0.99 pf
05/06/2023 4:00:00 PM,245.04 V,246.16 V,246.38 V,9.37 A,6.17 A,6.53 A,-0.99 pf
