Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
09/06/2023 12:00:00 AM,246.72 V,247.62 V,246.28 V,8.25 A,5.17 A,8.98 A,-0.98 pf
09/06/2023 12:30:00 AM,245.43 V,246.31 V,244.92 V,8.22 A,4.87 A,9.28 A,-0.98 pf
09/06/2023 1:00:00 AM,245.54 V,246.47 V,245.16 V,8.07 A,4.93 A,8.28 A,-0.99 pf
09/06/2023 1:30:00 AM,244.52 V,245.49 V,244.25 V,7.86 A,4.81 A,7.07 A,-1.00 pf
09/06/2023 2:00:00 AM,244.90 V,245.83 V,244.46 V,7.92 A,4.90 A,7.23 A,-0.99 pf
09/06/2023 2:30:00 AM,245.33 V,246.19 V,244.73 V,7.80 A,5.11 A,8.71 A,-0.98 pf
09/06/2023 3:00:00 AM,245.40 V,246.29 V,244.87 V,7.80 A,4.87 A,8.16 A,-0.98 pf
09/06/2023 3:30:00 AM,245.50 V,246.47 V,244.95 V,7.74 A,4.75 A,8.37 A,-0.98 pf
09/06/2023 4:00:00 AM,245.92 V,246.88 V,245.37 V,7.59 A,4.69 A,8.10 A,-0.98 pf
09/06/2023 4:30:00 AM,245.66 V,246.71 V,245.26 V,7.44 A,4.63 A,8.31 A,-0.98 pf
09/06/2023 5:00:00 AM,245.45 V,246.45 V,244.99 V,7.35 A,4.69 A,7.83 A,-0.98 pf
09/06/2023 5:30:00 AM,244.95 V,245.97 V,244.44 V,7.13 A,4.57 A,8.86 A,-0.98 pf
09/06/2023 6:00:00 AM,244.66 V,245.54 V,244.11 V,7.23 A,4.32 A,7.95 A,-0.98 pf
09/06/2023 6:30:00 AM,244.46 V,245.45 V,243.96 V,7.26 A,3.72 A,8.19 A,-0.98 pf
09/06/2023 7:00:00 AM,244.37 V,245.23 V,244.03 V,7.10 A,4.11 A,8.07 A,-0.98 pf
09/06/2023 7:30:00 AM,244.20 V,244.99 V,244.61 V,7.74 A,5.38 A,8.28 A,-0.99 pf
09/06/2023 8:00:00 AM,242.24 V,242.82 V,243.05 V,17.99 A,16.14 A,13.94 A,-0.99 pf
09/06/2023 8:30:00 AM,239.99 V,240.69 V,240.88 V,20.17 A,18.44 A,15.66 A,-0.98 pf
09/06/2023 9:00:00 AM,241.16 V,241.88 V,242.00 V,22.04 A,18.68 A,17.02 A,-0.98 pf
09/06/2023 9:30:00 AM,240.28 V,240.93 V,241.14 V,24.22 A,19.68 A,19.68 A,-0.99 pf
09/06/2023 10:00:00 AM,239.04 V,239.78 V,239.99 V,24.61 A,20.32 A,19.53 A,-0.99 pf
09/06/2023 10:30:00 AM,238.43 V,239.20 V,239.47 V,24.55 A,20.62 A,19.95 A,-0.99 pf
09/06/2023 11:00:00 AM,238.32 V,238.89 V,239.35 V,25.00 A,22.37 A,19.95 A,-0.99 pf
09/06/2023 11:30:00 AM,238.48 V,238.89 V,239.22 V,23.85 A,21.43 A,21.19 A,-0.99 pf
09/06/2023 12:00:00 PM,238.46 V,238.99 V,239.23 V,23.28 A,21.07 A,19.92 A,-0.99 pf
09/06/2023 12:30:00 PM,238.82 V,239.47 V,239.71 V,23.64 A,22.37 A,20.50 A,-0.99 pf
09/06/2023 1:00:00 PM,238.56 V,239.27 V,239.51 V,23.73 A,22.13 A,19.89 A,-0.99 pf
09/06/2023 1:30:00 PM,239.99 V,240.78 V,241.33 V,24.22 A,22.01 A,18.44 A,-1.00 pf
