Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
20/06/2023 12:00:00 AM,247.43 V,248.27 V,247.26 V,9.67 A,5.68 A,5.83 A,-0.98 pf
20/06/2023 12:30:00 AM,246.91 V,247.72 V,246.76 V,9.70 A,6.44 A,5.90 A,-0.98 pf
20/06/2023 1:00:00 AM,247.32 V,248.32 V,247.05 V,9.70 A,5.59 A,6.20 A,-0.98 pf
20/06/2023 1:30:00 AM,247.51 V,248.53 V,247.27 V,9.70 A,5.74 A,5.90 A,-0.99 pf
20/06/2023 2:00:00 AM,248.56 V,249.47 V,248.23 V,9.67 A,6.08 A,5.80 A,-0.98 pf
20/06/2023 2:30:00 AM,248.35 V,249.33 V,248.11 V,9.55 A,6.05 A,4.99 A,-0.99 pf
20/06/2023 3:00:00 AM,248.65 V,249.61 V,248.35 V,9.49 A,5.41 A,5.47 A,-0.98 pf
20/06/2023 3:30:00 AM,247.93 V,248.90 V,247.70 V,9.31 A,5.29 A,5.32 A,-0.98 pf
20/06/2023 4:00:00 AM,245.26 V,246.35 V,245.07 V,9.10 A,5.11 A,5.14 A,-0.98 pf
20/06/2023 4:30:00 AM,245.57 V,246.55 V,245.37 V,8.92 A,5.08 A,4.69 A,-0.98 pf
20/06/2023 5:00:00 AM,245.74 V,246.84 V,245.45 V,8.89 A,4.05 A,5.26 A,-0.98 pf
20/06/2023 5:30:00 AM,245.18 V,246.16 V,244.82 V,8.89 A,4.23 A,5.59 A,-0.98 pf
20/06/2023 6:00:00 AM,245.23 V,246.12 V,244.99 V,8.65 A,5.32 A,5.02 A,-0.99 pf
20/06/2023 6:30:00 AM,244.61 V,245.33 V,244.44 V,8.74 A,5.83 A,5.35 A,-0.98 pf
20/06/2023 7:00:00 AM,244.39 V,245.49 V,244.54 V,18.47 A,11.82 A,5.99 A,-0.99 pf
