Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
06/03/2023 12:00:00 AM,248.08 V,249.27 V,248.01 V,13.03 A,4.75 A,4.50 A,-0.99 pf
06/03/2023 12:30:00 AM,248.03 V,249.42 V,247.98 V,13.06 A,4.60 A,5.41 A,-0.99 pf
06/03/2023 1:00:00 AM,248.80 V,250.19 V,248.73 V,13.06 A,4.44 A,5.23 A,-0.99 pf
06/03/2023 1:30:00 AM,249.13 V,250.59 V,249.14 V,13.09 A,4.84 A,5.17 A,-0.98 pf
06/03/2023 2:00:00 AM,247.81 V,249.30 V,247.74 V,12.91 A,4.60 A,5.71 A,-0.99 pf
06/03/2023 2:30:00 AM,245.25 V,246.65 V,245.11 V,13.03 A,4.60 A,5.47 A,-0.99 pf
06/03/2023 3:00:00 AM,243.46 V,245.02 V,243.41 V,12.79 A,4.29 A,5.23 A,-0.99 pf
06/03/2023 3:30:00 AM,243.82 V,245.26 V,243.65 V,12.85 A,4.63 A,4.81 A,-0.99 pf
06/03/2023 4:00:00 AM,243.68 V,245.31 V,243.60 V,12.88 A,4.20 A,5.47 A,-0.99 pf
06/03/2023 4:30:00 AM,243.94 V,245.52 V,243.91 V,12.82 A,4.41 A,5.47 A,-0.99 pf
06/03/2023 5:00:00 AM,243.51 V,245.09 V,243.46 V,12.85 A,4.44 A,4.78 A,-0.99 pf
06/03/2023 5:30:00 AM,243.12 V,244.58 V,242.96 V,12.85 A,4.35 A,5.59 A,-0.99 pf
06/03/2023 6:00:00 AM,242.51 V,243.89 V,242.51 V,12.70 A,4.53 A,4.75 A,-0.99 pf
06/03/2023 6:30:00 AM,242.07 V,243.49 V,242.12 V,12.97 A,4.26 A,4.66 A,-0.99 pf
06/03/2023 7:00:00 AM,246.26 V,247.65 V,246.21 V,12.79 A,4.53 A,4.78 A,-0.99 pf
06/03/2023 7:30:00 AM,247.50 V,248.87 V,247.79 V,12.85 A,4.84 A,5.50 A,-0.99 pf
06/03/2023 8:00:00 AM,246.64 V,247.74 V,247.36 V,12.67 A,4.66 A,5.53 A,-0.99 pf
06/03/2023 8:30:00 AM,245.49 V,246.24 V,246.16 V,12.94 A,4.63 A,5.83 A,-0.99 pf
06/03/2023 9:00:00 AM,244.42 V,244.95 V,245.19 V,13.12 A,4.44 A,5.77 A,-0.99 pf
06/03/2023 9:30:00 AM,243.97 V,244.59 V,244.94 V,13.76 A,4.72 A,5.80 A,-0.99 pf
06/03/2023 10:00:00 AM,243.61 V,244.25 V,244.44 V,14.57 A,5.47 A,7.74 A,-0.99 pf
06/03/2023 10:30:00 AM,244.59 V,245.26 V,245.45 V,17.53 A,7.77 A,8.04 A,-0.99 pf
06/03/2023 11:00:00 AM,242.51 V,243.22 V,243.24 V,15.33 A,5.17 A,6.98 A,-0.99 pf
06/03/2023 11:30:00 AM,241.40 V,242.08 V,242.26 V,15.51 A,4.90 A,6.89 A,-0.99 pf
06/03/2023 12:00:00 PM,242.17 V,242.89 V,243.25 V,15.78 A,5.26 A,7.17 A,-0.99 pf
06/03/2023 12:30:00 PM,243.63 V,244.47 V,244.92 V,16.14 A,5.32 A,6.65 A,1.00 pf
06/03/2023 1:00:00 PM,243.36 V,244.11 V,244.47 V,16.39 A,5.05 A,7.29 A,-0.99 pf
06/03/2023 1:30:00 PM,241.24 V,241.88 V,242.24 V,16.39 A,5.32 A,7.35 A,-0.99 pf
06/03/2023 2:00:00 PM,240.68 V,241.40 V,241.60 V,16.63 A,5.35 A,7.13 A,-0.99 pf
