Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
29/03/2023 12:00:00 AM,244.09 V,244.71 V,243.80 V,6.83 A,8.10 A,8.19 A,-0.99 pf
29/03/2023 12:30:00 AM,244.11 V,244.68 V,243.77 V,6.80 A,7.83 A,8.07 A,-0.99 pf
29/03/2023 1:00:00 AM,244.37 V,245.19 V,244.13 V,6.59 A,6.32 A,8.13 A,-0.99 pf
29/03/2023 1:30:00 AM,244.82 V,245.52 V,244.54 V,6.71 A,6.80 A,8.01 A,-0.98 pf
29/03/2023 2:00:00 AM,243.06 V,243.85 V,242.86 V,6.50 A,6.35 A,7.50 A,-0.99 pf
29/03/2023 2:30:00 AM,243.92 V,244.76 V,243.75 V,6.62 A,6.50 A,7.41 A,-0.98 pf
29/03/2023 3:00:00 AM,244.11 V,244.90 V,244.08 V,6.53 A,6.23 A,5.35 A,-0.99 pf
29/03/2023 3:30:00 AM,244.85 V,245.54 V,244.64 V,6.44 A,6.47 A,6.11 A,-0.99 pf
29/03/2023 4:00:00 AM,244.82 V,245.57 V,244.47 V,6.50 A,6.20 A,7.20 A,-0.98 pf
29/03/2023 4:30:00 AM,245.09 V,245.81 V,244.75 V,6.35 A,6.35 A,7.26 A,-0.98 pf
29/03/2023 5:00:00 AM,244.85 V,245.59 V,244.54 V,6.44 A,6.17 A,6.95 A,-0.98 pf
29/03/2023 5:30:00 AM,244.15 V,244.87 V,243.94 V,6.47 A,6.44 A,6.05 A,-0.98 pf
29/03/2023 6:00:00 AM,243.91 V,244.51 V,243.60 V,6.35 A,6.41 A,7.59 A,-0.98 pf
29/03/2023 6:30:00 AM,244.22 V,244.88 V,243.92 V,6.50 A,6.05 A,7.74 A,-0.98 pf
29/03/2023 7:00:00 AM,243.25 V,244.08 V,243.37 V,8.59 A,8.40 A,8.28 A,-0.99 pf
29/03/2023 7:30:00 AM,243.89 V,244.73 V,245.21 V,16.30 A,18.23 A,10.25 A,-1.00 pf
29/03/2023 8:00:00 AM,242.53 V,243.29 V,243.85 V,13.60 A,14.75 A,10.04 A,1.00 pf
29/03/2023 8:30:00 AM,240.97 V,241.47 V,242.22 V,13.91 A,14.69 A,10.94 A,1.00 pf
29/03/2023 9:00:00 AM,241.81 V,242.19 V,243.24 V,15.00 A,17.57 A,10.70 A,0.99 pf
29/03/2023 9:30:00 AM,242.14 V,242.21 V,243.58 V,15.63 A,21.28 A,10.16 A,0.99 pf
29/03/2023 10:00:00 AM,241.84 V,241.93 V,243.06 V,16.75 A,20.26 A,11.94 A,1.00 pf
29/03/2023 10:30:00 AM,240.28 V,240.47 V,241.52 V,18.50 A,21.47 A,12.00 A,1.00 pf
29/03/2023 11:00:00 AM,239.44 V,239.70 V,240.71 V,21.71 A,24.07 A,13.21 A,1.00 pf
29/03/2023 11:30:00 AM,239.58 V,239.85 V,240.92 V,22.10 A,24.07 A,13.82 A,0.99 pf
29/03/2023 12:00:00 PM,239.97 V,240.14 V,241.29 V,18.35 A,22.89 A,12.03 A,0.99 pf
29/03/2023 12:30:00 PM,241.48 V,241.72 V,243.05 V,16.51 A,21.71 A,11.76 A,0.99 pf
29/03/2023 1:00:00 PM,241.78 V,242.14 V,243.30 V,15.75 A,20.89 A,12.33 A,0.99 pf
29/03/2023 1:30:00 PM,239.41 V,239.78 V,240.99 V,16.42 A,22.31 A,13.18 A,0.99 pf
29/03/2023 2:00:00 PM,238.44 V,238.82 V,240.28 V,18.20 A,25.24 A,12.76 A,-1.00 pf
29/03/2023 2:30:00 PM,237.52 V,238.00 V,239.16 V,17.87 A,24.46 A,12.58 A,1.00 pf
29/03/2023 3:00:00 PM,237.67 V,238.15 V,239.41 V,18.14 A,25.12 A,12.24 A,-0.99 pf
29/03/2023 3:30:00 PM,238.22 V,238.77 V,240.16 V,18.77 A,25.06 A,11.70 A,-1.00 pf
29/03/2023 4:00:00 PM,238.03 V,238.72 V,239.78 V,18.62 A,22.52 A,13.15 A,-0.99 pf
29/03/2023 4:30:00 PM,239.73 V,240.78 V,241.40 V,18.83 A,12.06 A,10.85 A,-1.00 pf
29/03/2023 5:00:00 PM,242.17 V,243.53 V,243.87 V,16.75 A,5.08 A,7.38 A,-0.99 pf
29/03/2023 5:30:00 PM,244.08 V,245.42 V,245.86 V,15.36 A,5.38 A,7.68 A,-0.99 pf
29/03/2023 6:00:00 PM,241.86 V,243.20 V,243.61 V,15.21 A,5.02 A,7.26 A,-0.99 pf
29/03/2023 6:30:00 PM,242.60 V,243.84 V,243.89 V,15.15 A,4.96 A,7.20 A,-0.99 pf
29/03/2023 7:00:00 PM,246.52 V,248.05 V,247.26 V,14.93 A,4.78 A,6.68 A,-0.99 pf
29/03/2023 7:30:00 PM,246.86 V,248.08 V,247.20 V,14.75 A,5.32 A,6.89 A,-0.99 pf
29/03/2023 8:00:00 PM,246.64 V,247.79 V,246.86 V,14.51 A,5.08 A,7.13 A,-0.99 pf
29/03/2023 8:30:00 PM,247.05 V,248.08 V,247.31 V,14.09 A,6.11 A,7.10 A,-0.98 pf
29/03/2023 9:00:00 PM,247.72 V,248.78 V,247.96 V,13.85 A,5.47 A,6.98 A,-0.99 pf
29/03/2023 9:30:00 PM,248.51 V,249.69 V,248.97 V,14.00 A,5.62 A,5.41 A,-0.99 pf
29/03/2023 10:00:00 PM,242.77 V,244.08 V,243.12 V,13.88 A,5.26 A,6.80 A,-0.99 pf
29/03/2023 10:30:00 PM,243.60 V,244.83 V,243.85 V,13.18 A,5.47 A,6.71 A,-0.99 pf
29/03/2023 11:00:00 PM,243.42 V,244.80 V,243.60 V,13.03 A,4.47 A,6.59 A,-0.99 pf
29/03/2023 11:30:00 PM,244.25 V,245.52 V,244.37 V,12.67 A,4.66 A,6.59 A,-0.99 pf
