Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
01/05/2023 12:00:00 AM,248.94 V,249.80 V,249.30 V,8.37 A,6.59 A,4.44 A,-0.99 pf
01/05/2023 12:30:00 AM,248.66 V,249.44 V,248.58 V,8.25 A,5.83 A,5.53 A,-0.97 pf
01/05/2023 1:00:00 AM,249.42 V,250.38 V,249.39 V,8.28 A,4.99 A,5.44 A,-0.98 pf
01/05/2023 1:30:00 AM,247.03 V,248.03 V,247.17 V,7.89 A,6.14 A,5.47 A,-0.97 pf
01/05/2023 2:00:00 AM,246.09 V,247.12 V,246.09 V,7.53 A,5.50 A,5.35 A,-0.98 pf
01/05/2023 2:30:00 AM,246.48 V,247.34 V,246.40 V,7.56 A,5.71 A,5.44 A,-0.98 pf
01/05/2023 3:00:00 AM,246.72 V,247.65 V,246.62 V,7.56 A,5.38 A,5.38 A,-0.97 pf
01/05/2023 3:30:00 AM,246.69 V,247.63 V,246.59 V,7.56 A,5.50 A,5.44 A,-0.97 pf
01/05/2023 4:00:00 AM,246.76 V,247.67 V,246.59 V,7.53 A,5.44 A,5.35 A,-0.97 pf
01/05/2023 4:30:00 AM,246.89 V,247.87 V,246.76 V,7.53 A,5.26 A,5.44 A,-0.97 pf
01/05/2023 5:00:00 AM,246.48 V,247.44 V,246.45 V,7.53 A,5.65 A,5.35 A,-0.97 pf
01/05/2023 5:30:00 AM,247.20 V,248.53 V,247.41 V,7.68 A,5.20 A,5.47 A,-0.97 pf
01/05/2023 6:00:00 AM,247.14 V,248.37 V,247.36 V,7.74 A,5.29 A,4.72 A,-0.98 pf
01/05/2023 6:30:00 AM,247.03 V,248.05 V,247.01 V,7.50 A,5.11 A,4.41 A,-0.98 pf
01/05/2023 7:00:00 AM,247.34 V,248.34 V,247.98 V,7.62 A,4.44 A,4.90 A,-0.98 pf
01/05/2023 7:30:00 AM,247.24 V,248.06 V,248.53 V,7.83 A,5.74 A,5.02 A,-0.97 pf
01/05/2023 8:00:00 AM,246.91 V,247.63 V,248.20 V,7.95 A,6.47 A,5.53 A,-0.98 pf
01/05/2023 8:30:00 AM,246.26 V,246.96 V,247.56 V,8.77 A,6.71 A,5.99 A,-0.98 pf
01/05/2023 9:00:00 AM,245.06 V,246.09 V,246.74 V,8.98 A,7.50 A,6.23 A,-0.99 pf
01/05/2023 9:30:00 AM,245.07 V,245.69 V,246.48 V,9.22 A,7.92 A,6.80 A,-0.99 pf
01/05/2023 10:00:00 AM,244.51 V,245.13 V,245.92 V,9.37 A,7.71 A,6.71 A,-0.99 pf
01/05/2023 10:30:00 AM,242.86 V,243.79 V,244.56 V,9.58 A,7.32 A,7.13 A,-0.99 pf
01/05/2023 11:00:00 AM,242.27 V,243.03 V,243.79 V,9.92 A,6.23 A,7.68 A,-0.99 pf
01/05/2023 11:30:00 AM,242.03 V,242.82 V,243.49 V,10.40 A,6.11 A,7.47 A,-0.99 pf
01/05/2023 12:00:00 PM,243.10 V,243.91 V,244.58 V,10.61 A,6.29 A,7.59 A,-0.99 pf
01/05/2023 12:30:00 PM,242.88 V,243.67 V,244.58 V,10.91 A,6.65 A,6.50 A,-0.99 pf
01/05/2023 1:00:00 PM,242.50 V,243.36 V,243.97 V,11.46 A,5.96 A,7.65 A,-0.99 pf
01/05/2023 1:30:00 PM,241.79 V,242.69 V,243.42 V,12.18 A,7.35 A,7.80 A,-0.99 pf
01/05/2023 2:00:00 PM,241.59 V,242.77 V,243.39 V,12.79 A,6.95 A,7.38 A,-0.99 pf
01/05/2023 2:30:00 PM,243.22 V,244.22 V,244.76 V,13.36 A,7.01 A,7.86 A,-0.99 pf
01/05/2023 3:00:00 PM,245.26 V,246.07 V,246.76 V,12.52 A,6.95 A,7.47 A,-0.99 pf
01/05/2023 3:30:00 PM,244.95 V,246.02 V,246.57 V,12.64 A,6.53 A,7.59 A,-0.99 pf
01/05/2023 4:00:00 PM,244.51 V,245.73 V,246.36 V,12.55 A,6.80 A,7.50 A,-0.99 pf
01/05/2023 4:30:00 PM,245.01 V,245.88 V,246.60 V,12.94 A,6.98 A,7.56 A,-0.99 pf
01/05/2023 5:00:00 PM,245.23 V,246.07 V,246.69 V,13.12 A,7.26 A,7.68 A,-0.99 pf
01/05/2023 5:30:00 PM,245.26 V,246.22 V,246.89 V,12.49 A,6.62 A,7.38 A,-0.99 pf
01/05/2023 6:00:00 PM,245.40 V,246.19 V,246.71 V,11.25 A,6.53 A,6.59 A,-0.99 pf
01/05/2023 6:30:00 PM,244.94 V,245.57 V,245.69 V,10.64 A,6.17 A,5.53 A,-0.99 pf
01/05/2023 7:00:00 PM,244.71 V,245.78 V,244.87 V,10.19 A,5.50 A,6.98 A,-0.99 pf
01/05/2023 7:30:00 PM,244.80 V,245.62 V,244.92 V,9.61 A,6.41 A,6.35 A,-0.98 pf
01/05/2023 8:00:00 PM,245.30 V,246.10 V,245.52 V,9.37 A,6.20 A,6.23 A,-0.98 pf
01/05/2023 8:30:00 PM,245.86 V,246.67 V,246.02 V,9.10 A,5.59 A,5.56 A,-0.98 pf
01/05/2023 9:00:00 PM,246.26 V,247.03 V,246.45 V,9.07 A,6.98 A,5.53 A,-0.98 pf
01/05/2023 9:30:00 PM,247.08 V,247.84 V,247.32 V,8.92 A,7.80 A,5.59 A,-0.98 pf
01/05/2023 10:00:00 PM,247.77 V,248.77 V,248.20 V,9.04 A,7.68 A,5.71 A,-0.98 pf
01/05/2023 10:30:00 PM,248.80 V,249.76 V,249.11 V,9.04 A,6.26 A,5.77 A,-0.98 pf
01/05/2023 11:00:00 PM,249.40 V,250.21 V,249.49 V,8.95 A,5.56 A,5.62 A,-0.97 pf
01/05/2023 11:30:00 PM,245.74 V,246.53 V,245.64 V,8.62 A,5.17 A,5.53 A,-0.98 pf
