Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
26/05/2023 12:00:00 AM,247.68 V,248.18 V,246.76 V,8.25 A,6.71 A,11.46 A,-0.99 pf
26/05/2023 12:30:00 AM,247.29 V,247.84 V,246.33 V,8.01 A,5.87 A,12.18 A,-0.99 pf
26/05/2023 1:00:00 AM,248.05 V,248.78 V,247.19 V,8.13 A,5.41 A,11.25 A,-0.99 pf
26/05/2023 1:30:00 AM,248.35 V,249.06 V,247.43 V,7.95 A,5.83 A,12.09 A,-0.99 pf
26/05/2023 2:00:00 AM,247.55 V,248.22 V,246.65 V,7.83 A,6.05 A,11.25 A,-0.98 pf
26/05/2023 2:30:00 AM,244.85 V,245.45 V,243.85 V,7.65 A,5.71 A,12.18 A,-0.99 pf
26/05/2023 3:00:00 AM,244.85 V,245.49 V,243.99 V,7.47 A,5.53 A,10.85 A,-0.99 pf
26/05/2023 3:30:00 AM,245.28 V,246.00 V,244.34 V,7.53 A,5.50 A,10.70 A,-0.99 pf
26/05/2023 4:00:00 AM,245.78 V,246.43 V,244.92 V,7.47 A,5.26 A,11.43 A,-0.99 pf
26/05/2023 4:30:00 AM,245.93 V,246.62 V,245.28 V,7.47 A,4.50 A,9.10 A,-1.00 pf
26/05/2023 5:00:00 AM,245.62 V,246.38 V,244.83 V,7.38 A,3.78 A,10.28 A,-0.99 pf
26/05/2023 5:30:00 AM,245.33 V,246.04 V,244.51 V,7.32 A,4.50 A,10.34 A,-0.99 pf
26/05/2023 6:00:00 AM,245.16 V,245.85 V,244.35 V,7.20 A,4.47 A,10.07 A,-0.99 pf
26/05/2023 6:30:00 AM,244.68 V,245.26 V,243.79 V,6.98 A,4.63 A,11.46 A,-0.99 pf
26/05/2023 7:00:00 AM,244.76 V,245.33 V,244.44 V,6.95 A,4.11 A,10.07 A,-0.99 pf
26/05/2023 7:30:00 AM,244.82 V,245.31 V,245.04 V,7.74 A,4.72 A,11.03 A,-0.99 pf
26/05/2023 8:00:00 AM,242.69 V,243.03 V,242.89 V,10.85 A,7.50 A,13.91 A,-1.00 pf
26/05/2023 8:30:00 AM,241.38 V,241.84 V,241.79 V,13.97 A,10.22 A,13.48 A,0.99 pf
26/05/2023 9:00:00 AM,240.54 V,240.97 V,240.92 V,17.20 A,11.61 A,15.51 A,-1.00 pf
26/05/2023 9:30:00 AM,238.31 V,238.82 V,238.74 V,19.05 A,12.58 A,18.80 A,-0.99 pf
26/05/2023 10:00:00 AM,241.14 V,241.76 V,241.55 V,20.95 A,12.21 A,20.23 A,-0.99 pf
26/05/2023 10:30:00 AM,242.03 V,242.45 V,242.43 V,21.74 A,13.91 A,19.20 A,1.00 pf
26/05/2023 11:00:00 AM,242.08 V,242.43 V,242.15 V,19.77 A,12.91 A,20.10 A,0.99 pf
26/05/2023 11:30:00 AM,241.64 V,242.07 V,241.84 V,19.29 A,13.09 A,19.35 A,1.00 pf
26/05/2023 12:00:00 PM,241.38 V,241.86 V,241.59 V,20.07 A,12.88 A,19.89 A,1.00 pf
26/05/2023 12:30:00 PM,242.55 V,243.08 V,242.91 V,19.44 A,12.33 A,20.44 A,1.00 pf
26/05/2023 1:00:00 PM,242.14 V,242.75 V,242.58 V,19.59 A,12.30 A,20.01 A,0.99 pf
26/05/2023 1:30:00 PM,240.75 V,241.35 V,241.19 V,19.65 A,12.46 A,20.10 A,0.99 pf
26/05/2023 2:00:00 PM,240.18 V,240.80 V,240.62 V,20.04 A,12.46 A,19.98 A,0.99 pf
26/05/2023 2:30:00 PM,240.11 V,240.83 V,240.62 V,20.23 A,12.06 A,20.32 A,0.99 pf
26/05/2023 3:00:00 PM,239.10 V,239.53 V,239.68 V,19.74 A,14.09 A,20.47 A,0.99 pf
26/05/2023 3:30:00 PM,239.30 V,240.01 V,239.89 V,20.71 A,14.72 A,19.56 A,1.00 pf
26/05/2023 4:00:00 PM,239.92 V,240.61 V,240.54 V,21.98 A,16.45 A,22.01 A,-0.99 pf
26/05/2023 4:30:00 PM,240.28 V,241.14 V,241.05 V,24.31 A,17.14 A,21.95 A,-0.99 pf
