Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
30/04/2023 12:00:00 AM,248.46 V,249.30 V,248.27 V,7.50 A,4.72 A,5.38 A,-0.97 pf
30/04/2023 12:30:00 AM,248.29 V,249.14 V,248.13 V,7.26 A,4.96 A,5.47 A,-0.96 pf
30/04/2023 1:00:00 AM,248.15 V,249.33 V,248.08 V,7.35 A,4.32 A,5.20 A,-0.98 pf
30/04/2023 1:30:00 AM,248.34 V,249.27 V,248.13 V,7.26 A,5.35 A,4.57 A,-0.96 pf
30/04/2023 2:00:00 AM,249.06 V,250.06 V,248.78 V,7.32 A,5.05 A,5.38 A,-0.96 pf
30/04/2023 2:30:00 AM,248.73 V,249.81 V,248.53 V,7.32 A,4.96 A,5.47 A,-0.96 pf
30/04/2023 3:00:00 AM,248.94 V,250.04 V,248.63 V,7.29 A,4.78 A,5.38 A,-0.96 pf
30/04/2023 3:30:00 AM,249.08 V,250.23 V,248.89 V,7.20 A,4.96 A,5.11 A,-0.96 pf
30/04/2023 4:00:00 AM,249.06 V,250.23 V,248.80 V,7.23 A,4.66 A,4.69 A,-0.96 pf
30/04/2023 4:30:00 AM,249.25 V,250.31 V,248.97 V,7.23 A,4.81 A,5.47 A,-0.96 pf
30/04/2023 5:00:00 AM,249.44 V,250.59 V,249.16 V,7.26 A,4.63 A,5.38 A,-0.96 pf
30/04/2023 5:30:00 AM,247.32 V,248.60 V,247.36 V,7.07 A,4.87 A,4.05 A,-0.99 pf
30/04/2023 6:00:00 AM,245.71 V,246.95 V,245.54 V,6.95 A,3.90 A,4.05 A,-0.98 pf
30/04/2023 6:30:00 AM,246.19 V,247.36 V,245.88 V,6.92 A,4.47 A,5.38 A,-0.97 pf
30/04/2023 7:00:00 AM,246.67 V,247.70 V,246.64 V,7.01 A,4.08 A,5.08 A,-0.98 pf
30/04/2023 7:30:00 AM,247.48 V,248.29 V,248.15 V,6.83 A,6.08 A,5.23 A,-0.96 pf
30/04/2023 8:00:00 AM,247.55 V,248.42 V,248.46 V,7.04 A,6.11 A,4.84 A,-0.97 pf
30/04/2023 8:30:00 AM,247.12 V,247.86 V,248.05 V,7.10 A,5.77 A,5.17 A,-0.98 pf
30/04/2023 9:00:00 AM,246.60 V,247.36 V,247.65 V,7.29 A,5.74 A,5.90 A,-0.98 pf
30/04/2023 9:30:00 AM,245.80 V,246.35 V,246.91 V,7.59 A,6.50 A,6.05 A,-0.98 pf
30/04/2023 10:00:00 AM,244.99 V,245.54 V,246.05 V,8.16 A,7.32 A,6.62 A,-0.98 pf
30/04/2023 10:30:00 AM,244.32 V,244.85 V,245.35 V,8.28 A,7.74 A,6.56 A,-0.98 pf
30/04/2023 11:00:00 AM,243.67 V,244.20 V,244.54 V,8.40 A,7.47 A,7.20 A,-0.99 pf
30/04/2023 11:30:00 AM,244.64 V,245.21 V,245.73 V,8.68 A,7.62 A,6.47 A,-0.99 pf
30/04/2023 12:00:00 PM,244.49 V,245.11 V,245.61 V,8.89 A,6.95 A,6.17 A,-0.99 pf
30/04/2023 12:30:00 PM,244.22 V,244.90 V,245.21 V,9.34 A,5.68 A,7.71 A,-0.99 pf
30/04/2023 1:00:00 PM,243.61 V,244.49 V,244.73 V,9.43 A,5.41 A,7.29 A,-0.99 pf
30/04/2023 1:30:00 PM,243.61 V,244.40 V,244.85 V,9.46 A,7.10 A,7.35 A,-0.99 pf
30/04/2023 2:00:00 PM,243.61 V,244.35 V,244.78 V,9.58 A,6.62 A,7.68 A,-0.99 pf
30/04/2023 2:30:00 PM,243.48 V,244.11 V,244.73 V,9.77 A,6.80 A,7.77 A,-0.99 pf
30/04/2023 3:00:00 PM,243.42 V,243.97 V,244.58 V,10.07 A,6.56 A,7.65 A,-0.99 pf
30/04/2023 3:30:00 PM,243.25 V,243.89 V,244.49 V,10.58 A,6.74 A,7.44 A,-0.99 pf
30/04/2023 4:00:00 PM,242.51 V,243.36 V,243.99 V,10.85 A,7.10 A,7.26 A,-0.99 pf
30/04/2023 4:30:00 PM,242.93 V,243.65 V,244.23 V,11.10 A,6.86 A,7.35 A,-0.99 pf
30/04/2023 5:00:00 PM,243.17 V,243.82 V,244.51 V,10.52 A,7.04 A,6.86 A,-0.99 pf
30/04/2023 5:30:00 PM,243.05 V,243.99 V,244.59 V,10.76 A,6.92 A,7.10 A,-0.99 pf
30/04/2023 6:00:00 PM,243.41 V,244.20 V,245.07 V,10.07 A,6.89 A,5.29 A,-0.99 pf
30/04/2023 6:30:00 PM,243.10 V,243.82 V,244.23 V,9.70 A,6.89 A,6.32 A,-0.99 pf
30/04/2023 7:00:00 PM,244.75 V,245.85 V,245.04 V,9.43 A,6.02 A,6.65 A,-0.99 pf
30/04/2023 7:30:00 PM,246.38 V,247.27 V,246.59 V,9.34 A,7.56 A,6.05 A,-0.98 pf
30/04/2023 8:00:00 PM,246.45 V,247.43 V,246.71 V,9.34 A,6.77 A,6.71 A,-0.99 pf
30/04/2023 8:30:00 PM,246.31 V,247.05 V,246.50 V,9.13 A,7.71 A,5.65 A,-0.98 pf
30/04/2023 9:00:00 PM,247.12 V,247.82 V,247.29 V,9.13 A,8.16 A,6.08 A,-0.98 pf
30/04/2023 9:30:00 PM,247.65 V,248.42 V,247.91 V,8.98 A,7.77 A,6.08 A,-0.98 pf
30/04/2023 10:00:00 PM,247.89 V,249.06 V,248.48 V,9.13 A,5.02 A,5.44 A,-0.97 pf
30/04/2023 10:30:00 PM,247.70 V,248.63 V,248.18 V,8.95 A,7.65 A,5.77 A,-0.98 pf
30/04/2023 11:00:00 PM,247.51 V,248.29 V,247.72 V,8.68 A,7.71 A,5.74 A,-0.98 pf
30/04/2023 11:30:00 PM,248.58 V,249.23 V,248.68 V,8.59 A,7.41 A,6.02 A,-0.98 pf
