Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
19/01/2023 12:00:00 AM,244.23 V,245.47 V,244.16 V,9.01 A,4.81 A,7.29 A,-0.99 pf
19/01/2023 12:30:00 AM,243.22 V,244.34 V,243.10 V,9.40 A,4.35 A,5.99 A,1.00 pf
19/01/2023 1:00:00 AM,243.72 V,244.83 V,243.53 V,9.16 A,4.87 A,6.53 A,-0.99 pf
19/01/2023 1:30:00 AM,244.49 V,245.68 V,244.39 V,8.89 A,4.90 A,6.65 A,-0.99 pf
19/01/2023 2:00:00 AM,244.99 V,246.09 V,244.68 V,9.16 A,4.78 A,7.13 A,-0.99 pf
19/01/2023 2:30:00 AM,245.09 V,246.21 V,244.83 V,9.13 A,4.75 A,6.98 A,-0.99 pf
19/01/2023 3:00:00 AM,245.21 V,246.43 V,244.99 V,9.16 A,4.72 A,7.29 A,-0.98 pf
19/01/2023 3:30:00 AM,243.97 V,245.13 V,243.60 V,8.92 A,4.47 A,7.13 A,-0.99 pf
19/01/2023 4:00:00 AM,243.34 V,244.51 V,242.94 V,8.98 A,4.75 A,6.86 A,-0.98 pf
19/01/2023 4:30:00 AM,243.70 V,244.83 V,243.36 V,8.83 A,4.47 A,7.56 A,-0.99 pf
19/01/2023 5:00:00 AM,242.58 V,243.68 V,242.15 V,8.95 A,4.72 A,7.62 A,-0.99 pf
19/01/2023 5:30:00 AM,245.31 V,246.35 V,244.92 V,9.13 A,4.60 A,7.56 A,-0.98 pf
19/01/2023 6:00:00 AM,247.32 V,248.35 V,247.08 V,8.95 A,4.57 A,6.74 A,-0.97 pf
19/01/2023 6:30:00 AM,247.32 V,248.49 V,247.10 V,9.10 A,4.26 A,6.68 A,-0.99 pf
19/01/2023 7:00:00 AM,247.20 V,248.30 V,247.12 V,8.77 A,4.75 A,6.41 A,-0.99 pf
19/01/2023 7:30:00 AM,246.91 V,247.91 V,247.74 V,10.79 A,6.62 A,7.77 A,-0.99 pf
19/01/2023 8:00:00 AM,246.59 V,247.75 V,247.91 V,15.63 A,10.10 A,11.22 A,-0.99 pf
19/01/2023 8:30:00 AM,245.19 V,246.21 V,246.36 V,17.11 A,11.28 A,11.25 A,-0.99 pf
19/01/2023 9:00:00 AM,243.97 V,244.58 V,245.23 V,18.08 A,17.35 A,10.76 A,-0.99 pf
19/01/2023 9:30:00 AM,244.58 V,245.28 V,245.92 V,19.08 A,16.42 A,12.18 A,-0.99 pf
