Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
20/01/2023 12:00:00 AM,245.06 V,246.16 V,244.95 V,9.61 A,4.69 A,6.71 A,-0.99 pf
20/01/2023 12:30:00 AM,244.04 V,245.13 V,243.92 V,9.34 A,4.41 A,6.74 A,-0.99 pf
20/01/2023 1:00:00 AM,243.89 V,244.97 V,243.91 V,8.92 A,4.78 A,5.29 A,-0.99 pf
20/01/2023 1:30:00 AM,244.04 V,245.18 V,244.04 V,9.22 A,4.87 A,6.02 A,-0.99 pf
20/01/2023 2:00:00 AM,244.47 V,245.57 V,244.34 V,9.07 A,4.81 A,6.71 A,-0.99 pf
20/01/2023 2:30:00 AM,244.51 V,245.69 V,244.25 V,9.10 A,4.75 A,6.98 A,-0.99 pf
20/01/2023 3:00:00 AM,245.11 V,246.38 V,244.99 V,9.19 A,4.72 A,6.26 A,-0.99 pf
20/01/2023 3:30:00 AM,245.26 V,246.53 V,245.04 V,9.19 A,4.57 A,6.53 A,-0.99 pf
20/01/2023 4:00:00 AM,243.49 V,244.71 V,243.24 V,8.95 A,4.69 A,6.83 A,-0.99 pf
20/01/2023 4:30:00 AM,243.29 V,244.46 V,242.96 V,8.65 A,4.50 A,6.53 A,-0.99 pf
20/01/2023 5:00:00 AM,243.42 V,244.64 V,243.22 V,8.92 A,4.63 A,6.71 A,-0.99 pf
20/01/2023 5:30:00 AM,242.79 V,243.94 V,242.53 V,8.56 A,4.57 A,6.74 A,-0.99 pf
20/01/2023 6:00:00 AM,242.69 V,243.84 V,242.45 V,8.77 A,4.47 A,6.83 A,-0.99 pf
20/01/2023 6:30:00 AM,242.39 V,243.58 V,242.19 V,8.74 A,4.32 A,5.90 A,-0.99 pf
20/01/2023 7:00:00 AM,241.86 V,242.89 V,241.62 V,8.83 A,4.72 A,6.50 A,-0.99 pf
20/01/2023 7:30:00 AM,246.09 V,247.36 V,246.40 V,11.31 A,6.68 A,6.14 A,-1.00 pf
20/01/2023 8:00:00 AM,246.96 V,248.27 V,247.34 V,14.12 A,8.50 A,10.25 A,-0.99 pf
20/01/2023 8:30:00 AM,245.76 V,246.95 V,246.36 V,14.15 A,9.80 A,9.22 A,-1.00 pf
