Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
31/12/2022 12:00:00 AM,242.33 V,243.70 V,242.34 V,7.29 A,5.14 A,4.84 A,-0.99 pf
31/12/2022 12:30:00 AM,247.26 V,248.75 V,247.29 V,7.47 A,4.47 A,4.47 A,-0.99 pf
31/12/2022 1:00:00 AM,246.38 V,247.89 V,246.33 V,7.38 A,5.20 A,6.02 A,-0.97 pf
31/12/2022 1:30:00 AM,245.30 V,246.86 V,245.25 V,7.29 A,5.23 A,5.71 A,-0.97 pf
31/12/2022 2:00:00 AM,245.45 V,246.98 V,245.43 V,6.92 A,4.90 A,4.69 A,-0.98 pf
31/12/2022 2:30:00 AM,243.63 V,245.09 V,243.51 V,6.92 A,5.05 A,5.32 A,-0.98 pf
31/12/2022 3:00:00 AM,242.22 V,243.75 V,242.12 V,7.07 A,4.69 A,5.56 A,-0.98 pf
31/12/2022 3:30:00 AM,242.12 V,243.60 V,241.93 V,6.98 A,4.84 A,5.53 A,-0.98 pf
31/12/2022 4:00:00 AM,242.15 V,243.65 V,241.95 V,7.01 A,4.66 A,5.17 A,-0.98 pf
31/12/2022 4:30:00 AM,242.39 V,243.91 V,242.24 V,6.86 A,4.75 A,5.65 A,-0.98 pf
31/12/2022 5:00:00 AM,242.62 V,244.15 V,242.57 V,6.56 A,4.63 A,5.05 A,-0.98 pf
31/12/2022 5:30:00 AM,243.12 V,244.63 V,243.03 V,6.83 A,4.66 A,4.50 A,-0.98 pf
31/12/2022 6:00:00 AM,242.62 V,243.87 V,242.26 V,6.89 A,4.72 A,5.77 A,-0.98 pf
31/12/2022 6:30:00 AM,242.07 V,243.27 V,241.83 V,6.47 A,3.81 A,3.30 A,-1.00 pf
31/12/2022 7:00:00 AM,245.57 V,246.74 V,245.38 V,6.95 A,4.11 A,5.50 A,-0.97 pf
31/12/2022 7:30:00 AM,247.44 V,248.42 V,247.99 V,7.10 A,4.23 A,5.74 A,-0.96 pf
31/12/2022 8:00:00 AM,245.90 V,246.89 V,246.72 V,6.80 A,4.63 A,5.68 A,-0.98 pf
31/12/2022 8:30:00 AM,246.50 V,247.44 V,247.48 V,6.89 A,5.11 A,5.68 A,-0.97 pf
