Date/Time,Voltage Ph-A Avg,Voltage Ph-B Avg,Voltage Ph-C Avg,Current Ph-A Avg,Current Ph-B Avg,Current Ph-C Avg,Power Factor Total
22/01/2023 12:00:00 AM,243.79 V,245.06 V,244.08 V,7.44 A,4.84 A,5.23 A,-0.98 pf
22/01/2023 12:30:00 AM,244.52 V,245.76 V,244.80 V,7.38 A,4.87 A,5.23 A,-0.98 pf
22/01/2023 1:00:00 AM,244.08 V,245.26 V,244.27 V,7.32 A,5.20 A,5.17 A,-0.98 pf
22/01/2023 1:30:00 AM,245.04 V,246.26 V,245.18 V,7.32 A,5.17 A,5.23 A,-0.98 pf
22/01/2023 2:00:00 AM,245.73 V,246.96 V,245.68 V,7.41 A,5.26 A,5.23 A,-0.97 pf
22/01/2023 2:30:00 AM,245.62 V,246.96 V,245.78 V,7.38 A,4.93 A,3.48 A,-0.99 pf
22/01/2023 3:00:00 AM,245.78 V,247.14 V,245.76 V,7.35 A,5.20 A,4.75 A,-0.98 pf
22/01/2023 3:30:00 AM,246.22 V,247.58 V,246.12 V,7.41 A,4.96 A,4.69 A,-0.97 pf
22/01/2023 4:00:00 AM,246.35 V,247.75 V,246.28 V,7.38 A,4.93 A,4.99 A,-0.97 pf
22/01/2023 4:30:00 AM,244.34 V,245.78 V,244.30 V,7.32 A,4.84 A,5.14 A,-0.98 pf
22/01/2023 5:00:00 AM,244.18 V,245.57 V,244.01 V,7.29 A,4.78 A,5.11 A,-0.98 pf
22/01/2023 5:30:00 AM,244.22 V,245.57 V,243.97 V,7.01 A,4.96 A,5.11 A,-0.98 pf
22/01/2023 6:00:00 AM,243.97 V,245.33 V,243.82 V,6.95 A,4.72 A,4.41 A,-0.98 pf
22/01/2023 6:30:00 AM,244.18 V,245.55 V,243.89 V,6.95 A,4.50 A,4.75 A,-0.98 pf
22/01/2023 7:00:00 AM,244.13 V,245.43 V,243.84 V,6.98 A,5.02 A,5.26 A,-0.98 pf
22/01/2023 7:30:00 AM,244.18 V,245.59 V,244.16 V,7.26 A,5.02 A,5.35 A,-0.98 pf
22/01/2023 8:00:00 AM,243.87 V,245.21 V,244.47 V,6.95 A,5.11 A,5.53 A,-0.98 pf
22/01/2023 8:30:00 AM,244.18 V,244.97 V,245.26 V,6.92 A,5.08 A,4.57 A,-0.99 pf
22/01/2023 9:00:00 AM,243.73 V,244.40 V,244.82 V,6.95 A,5.14 A,4.96 A,-0.99 pf
22/01/2023 9:30:00 AM,243.55 V,244.22 V,244.64 V,7.38 A,5.11 A,5.62 A,-0.98 pf
22/01/2023 10:00:00 AM,243.20 V,243.94 V,244.35 V,8.13 A,5.35 A,5.74 A,-0.99 pf
22/01/2023 10:30:00 AM,242.69 V,243.46 V,243.80 V,10.01 A,5.47 A,7.07 A,-0.99 pf
22/01/2023 11:00:00 AM,242.26 V,243.17 V,243.44 V,12.49 A,5.32 A,7.32 A,-0.99 pf
22/01/2023 11:30:00 AM,242.24 V,243.12 V,243.25 V,12.21 A,5.65 A,7.10 A,-0.99 pf
22/01/2023 12:00:00 PM,242.03 V,242.98 V,243.24 V,12.09 A,5.35 A,6.62 A,-0.99 pf
22/01/2023 12:30:00 PM,242.39 V,243.46 V,243.63 V,12.52 A,5.44 A,6.65 A,-0.99 pf
22/01/2023 1:00:00 PM,242.08 V,243.10 V,243.17 V,12.76 A,5.56 A,7.20 A,-0.99 pf
22/01/2023 1:30:00 PM,245.07 V,246.12 V,246.24 V,12.91 A,5.71 A,6.71 A,-0.99 pf
22/01/2023 2:00:00 PM,245.47 V,246.40 V,246.72 V,12.88 A,5.96 A,7.38 A,-0.99 pf
22/01/2023 2:30:00 PM,245.16 V,246.19 V,246.53 V,13.18 A,5.74 A,7.17 A,-0.99 pf
22/01/2023 3:00:00 PM,245.04 V,246.09 V,246.67 V,13.06 A,5.96 A,5.44 A,-0.99 pf
22/01/2023 3:30:00 PM,244.85 V,246.12 V,246.38 V,12.82 A,5.53 A,6.83 A,-0.99 pf
22/01/2023 4:00:00 PM,245.45 V,246.59 V,246.69 V,12.00 A,4.96 A,5.80 A,-0.99 pf
22/01/2023 4:30:00 PM,246.05 V,246.98 V,247.19 V,11.34 A,5.05 A,5.56 A,-0.99 pf
